,songName,artistName,lyrics,Verbs,Nouns,Adverbs,Corpus,Word Counts,Unique Word Counts
61,I Can't Stand Losing You,['The Ink Spots'],"I called you so many times today
And I guess it's all true what your girlfriends say
That you don't ever want to see me again
And your brother's gonna kill me and he's six feet ten
I guess you'd call it cowardice
But I'm not prepared to go on like this
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing you
I can't stand losing you
I can't stand losing you
I can't stand losing you
I see you've sent my letters back
And my L.P. records and they're all scratched
I can't see the point in another day
When nobody listens to a word I say
You can call it lack of confidence
But to carry on living doesn't make no sense
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I guess this is our last goodbye
And you don't care, so I won't cry
And you'll be sorry when I'm dead
When all this guilt will be on your head
I guess you'd call it suicide
But I'm too full, to swallow my pride
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't stand losing
I can't, I can't, I can't, I can't stand losing you",call guess say want see go kill guess 'd call go can can can stand lose can can can stand lose can can can stand lose can stand lose can stand lose can stand lose see send scratch can see listen say can call carry make can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose guess care will cry will will guess 'd call swallow can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can stand lose can can can can stand lose,time today girlfriend brother foot cowardice letter record point day word lack confidence living sense goodbye guilt head suicide pride,so all ever again back when so when when too,call time today guess true girlfriend want brother go to kill foot guess cowardice prepared like stand lose stand lose stand lose stand lose stand lose stand lose send letter L P record scratch point day listen word lack confidence carry living sense stand lose stand lose stand lose stand lose stand lose stand lose guess goodbye care will cry sorry dead guilt head guess suicide swallow pride stand lose stand lose stand lose stand lose stand lose stand lose stand lose stand lose stand lose stand lose stand lose stand lose stand lose,339,98
62,Flying Home,"['Lionel Hampton', 'Illinois Jacquet']","The angel's called you
To leave this land
My work is finished
My work is finished
The angel's command
I'll come to join you
Reach out your hand
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
The angel's called me
To shut the door
We're almost touching
Almost touching
Just one minute more
I'll hear you call me
Just like before
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
Carry me on
Speak my name
And I'll rise into the sky
Carry me on
And I'll taste the heavens
Carry me on
And my shame and my fear
Will pass me by
I'm rising, rising
Say the words
And I'll lift into the air
Carry me on
And I'll stay forever
I'm ready Father
Take my hand
I'm ready Father
To fly, to fly
Fly
I'm flying home
Straight into your arms
I'm flying home,
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
I'm flying, how high I'm flying, home
Straight into your arms
I'm flying how
Carry me on
Carry me on
And I'm flying home",call leave finish finish will come join will fly will fly carry carry fly call shut touch touch will hear call will fly will fly carry carry fly carry speak will rise carry will taste carry Will pass rise rise say will lift carry will stay take fly fly fly fly fly carry carry carry carry carry carry fly fly fly carry carry fly,angel land work work angel command hand arm angel door minute arm name sky heaven shame fear word air hand arm home straight arm,home home home almost almost just just home home home forever home home how how home,angel call leave land work finish work finish angel command come join Reach hand fly home straight arm fly home carry carry fly home angel call shut door touch touch minute hear like fly home straight arm fly home carry carry fly home carry speak rise sky carry taste heaven carry shame fear pass rise rise word lift air carry stay forever ready Father hand ready Father fly fly fly fly home straight arm fly home carry carry carry carry carry carry fly high fly home straight arm fly carry carry fly home,219,78
63,Five Guys Named Moe,"['Kevin Ramsey', 'Five Guys Named Moe Ensemble']","The angel's called you
To leave this land
My work is finished
My work is finished
The angel's command
I'll come to join you
Reach out your hand
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
The angel's called me
To shut the door
We're almost touching
Almost touching
Just one minute more
I'll hear you call me
Just like before
And I'll be flying home
Straight into your arms
And I'll be flying home
Carry me on
Carry me on
And I'm flying home
Carry me on
Speak my name
And I'll rise into the sky
Carry me on
And I'll taste the heavens
Carry me on
And my shame and my fear
Will pass me by
I'm rising, rising
Say the words
And I'll lift into the air
Carry me on
And I'll stay forever
I'm ready Father
Take my hand
I'm ready Father
To fly, to fly
Fly
I'm flying home
Straight into your arms
I'm flying home,
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
Carry me on
I'm flying, how high I'm flying, home
Straight into your arms
I'm flying how
Carry me on
Carry me on
And I'm flying home",call leave finish finish will come join will fly will fly carry carry fly call shut touch touch will hear call will fly will fly carry carry fly carry speak will rise carry will taste carry Will pass rise rise say will lift carry will stay take fly fly fly fly fly carry carry carry carry carry carry fly fly fly carry carry fly,angel land work work angel command hand arm angel door minute arm name sky heaven shame fear word air hand arm home straight arm,home home home almost almost just just home home home forever home home how how home,angel call leave land work finish work finish angel command come join Reach hand fly home straight arm fly home carry carry fly home angel call shut door touch touch minute hear like fly home straight arm fly home carry carry fly home carry speak rise sky carry taste heaven carry shame fear pass rise rise word lift air carry stay forever ready Father hand ready Father fly fly fly fly home straight arm fly home carry carry carry carry carry carry fly high fly home straight arm fly carry carry fly home,219,78
64,Rum And Coca-Cola,"['The Andrews Sisters', 'Vic Schoen & His Orchestra']","If you ever go down Trinidad
They make you feel so very glad
Calypso sing and make up rhyme
Guarantee you one real good fine time

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

Oh, beat it man, beat it

If the Yankee come to Trinidad
They got the young girls all goin' mad
Young girls say they treat 'em nice
Make Trinidad like paradise

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

Oh, you vex me, you vex me

Chicachicaree to Mona's Isle
Native girls all dance and smile
Help soldier celebrate his leave
Makes everyday like New Year's Eve

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

It's a fact, man, it's a fact

In old Trinidad, I also fear
The situation is mighty queer
Like the Yankee girls, the native swoon
When she hear der Bingo croon

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

Out on Manzanella Beach
G.I. romance with native peach
All night long, make tropic love
The next day, sit in hot sun and cool off

Drinkin' rum and Coca-Cola
Go down Point Koomahnah
Both mother and daughter
Workin' for the Yankee dollar

It's a fact, man, it's a fact

Rum and Coca-Cola
Rum and Coca-Cola
Workin' for the Yankee dollar",go make feel sing make guarantee go beat beat come get go say treat make go vex vex dance smile celebrate go fear hear go make sit cool go,rhyme time rum mother daughter dollar man girl girl paradise rum mother daughter dollar girl help soldier leave make rum mother daughter dollar fact man fact situation queer girl swoon der rum mother daughter dollar romance peach night love day sun rum mother daughter dollar fact man fact dollar,ever so very everyday also when croon out long,Trinidad feel glad Calypso sing rhyme guarantee real good fine time Drinkin rum Coca Cola Point Koomahnah mother daughter Workin Yankee dollar oh beat man beat Yankee come Trinidad get young girl go mad young girl treat em nice Trinidad like paradise Drinkin rum Coca Cola Point Koomahnah mother daughter Workin Yankee dollar oh vex vex Chicachicaree Mona Isle native girl dance smile help soldier celebrate leave make everyday like New Year Eve Drinkin rum Coca Cola Point Koomahnah mother daughter Workin Yankee dollar fact man fact old Trinidad fear situation mighty queer like Yankee girl native swoon hear der Bingo croon Drinkin rum Coca Cola Point Koomahnah mother daughter Workin Yankee dollar Manzanella Beach G I romance native peach night long tropic love day sit hot sun cool Drinkin rum Coca Cola Point Koomahnah mother daughter Workin Yankee dollar fact man fact Rum Coca Cola Rum Coca Cola Workin Yankee dollar,244,125
65,Ac-Cent-Tchu-Ate The Positive - Single Version,"['Bing Crosby', 'The Andrews Sisters', 'Vic Schoen & His Orchestra']","Gather 'round me, everybody
Gather 'round me while I'm preachin'
Feel a sermon comin' on me
The topic will be sin and that's what I'm ag'in'
If you want to hear my story
The settle back and just sit tight
While I start reviewin'
The attitude of doin' right
You've got to accentuate the positive
Eliminate the negative
And latch on to the affirmative
Don't mess with Mister In-Between
You've got to spread joy up to the maximum
Bring gloom down to the minimum
Have faith or pandemonium's
Liable to walk upon the scene
To illustrate my last remark
Jonah in the whale, Noah in the ark
What did they do just when everything looked so dark?
(Man, they said ""We'd better accentuate the positive"")
(""Eliminate the negative"")
(""And latch on to the affirmative"")
Don't mess with Mister In-Between (No!)
Don't mess with Mister In-Between
(Ya got to spread joy up to the maximum)
(Bring gloom down to the minimum)
(Have faith or pandemonium's)
(Liable to walk upon the scene)
You got to ac (yes, yes) -cent-tchu-ate the positive
Eliminate (yes, yes) the negative
And latch (yes, yes) on to the affirmative
Don't mess with Mister In-Between
No, don't mess with Mister In-Between",gather feel will want hear sit start do get accentuate eliminate latch mess get spread walk illustrate look say 'd accentuate eliminate latch mess mess get spread bring walk get eat mess mess,comin topic sin story settle reviewin attitude joy bring gloom minimum faith pandemonium scene remark whale ark negative joy maximum gloom minimum faith pandemonium scene latch,back just just when so better,gather round everybody Gather round preachin feel sermon comin topic sin ag in want hear story settle sit tight start reviewin attitude do right get accentuate positive eliminate negative latch affirmative mess Mister get spread joy maximum bring gloom minimum faith pandemonium liable walk scene illustrate remark Jonah whale Noah ark look dark man say better accentuate positive eliminate negative latch affirmative mess Mister mess Mister ya get spread joy maximum bring gloom minimum faith pandemonium liable walk scene get ac yes yes cent tchu eat positive Eliminate yes yes negative latch yes yes affirmative mess Mister mess Mister ,203,116
66,There! I've Said It Again,['Bobby Vinton'],"I love you, there's nothing to hide
It's better than burning inside
I love you, no use to pretend
There! I've said it again

I've said it, what more can I say?
Believe me, there's no other way
I love you, I will to the end
There! I've said it again

I try to drum up
A phrase that will sum up
All that I feel for you
But what good are phrases?
The thought that amazes
Is that you love me and it's heavenly

Forgive me for wanting you so
But one thing I want you to know
I've loved you since heaven knows when
There! I've said it again 

Forgive me for wanting you so
But one thing I want you to know
I've loved you since heaven knows when
There! I've said it again",love hide burn love pretend say say can say believe love will say try drum will sum feel amaze love forgive want want know love know say forgive want want know love know say,use way end phrase good phrase thought thing thing,there again there again heavenly so when there again so when there again,love hide well burn inside love use pretend say say believe way love end say try drum phrase sum feel good phrase thought amaze love heavenly forgive want thing want know love heaven know say forgive want thing want know love heaven know say,137,67
67,"Doctor, Lawyer, Indian Chief - From ""The Stork Club"" Soundtrack",['Betty Hutton'],"There's a doctor livin' in your town
There's a lawyer and an Indian, too
And neither doctor, lawyer nor Injun chief
Could love you any more than I do
There's a barrel of fish in the ocean
There's a lot of little birds in the blue
And 'Neither fish nor fowl"" says the wise old owl
Could love you any more than I do
No! No! No! it couldn't be true
That anyone else could love you like I do
I'm gonna warn all the *dead-eyed dicks*
That you're the chick with the slickest tricks
And every tick of my ticker ticks for you, follow through
Tell the doc to stick to his practice
Tell the lawyer to settle his case
Send the Injun chief and his tommy-hawk
Back to little Rain-In-the-Face
'Cause you
Know! Know! Know! it couldn't be true
That anyone else could love you like I do
And, confidentially, I confess
I sent a note to the local press
That I'll be changin' my home address for you, follow through
Tell the doc to stick to his practice
Tell the lawyer to settle his case
Send the Injun chief and his tommy-hawk
Back to little Rain-In-the-Face
'Cause you
Know! Know! Know! it couldn't be true
That anyone else could love you like I do
No! No! No! it couldn't be true
That anyone else could love you like I do
I'm gonna send a hot *communeek*
To warn the boys down at Cripple Creek
That every dimple on your dimpled cheek is mine, so to speak
Tell the (doc!) to stick to his practice
Tell the (lawyer!) to settle his case
Send the (Injun chief!) and his tommy-hawk
Back to little Rain-In-the-Face (woo-woo-woo, woo-woo-woo)
'Cause you
Know! Know! Know! it couldn't be true
That anyone else could love you like I do
(Like I do)
Like I do",Could love say Could love could could love go warn follow tell stick tell settle send know know know could could love confess send will follow tell stick tell settle send know know know could could love could could love go send warn speak tell stick tell settle send know know know could could love,doctor livin town lawyer doctor lawyer chief barrel fish ocean lot bird fish fowl owl dick chick trick tick ticker tick doc practice lawyer case chief tommy hawk rain face because note press changin home address doc practice lawyer case chief tommy hawk rain face because communeek boy dimple cheek practice lawyer case chief tommy hawk rain face,too more more else back else confidentially back else else so back else,doctor livin town lawyer Indian doctor lawyer Injun chief love barrel fish ocean lot little bird blue fish fowl say wise old owl love true love like go to warn dead eyed dick chick slick trick tick ticker tick follow tell doc stick practice tell lawyer settle case send injun chief tommy hawk little rain face because know know know true love like confidentially confess send note local press changin home address follow tell doc stick practice tell lawyer settle case send injun chief tommy hawk little rain face because know know know true love like true love like go to send hot communeek warn boy Cripple Creek dimple dimpled cheek speak tell doc stick practice tell lawyer settle case send Injun chief tommy hawk little rain face woo woo woo woo woo woo because know know know true love like like like,311,122
68,"On The Atchison, Topeka And The Santa Fe","['Judy Garland', 'The Merry Macs']","What a lovely trip,
I'm feeling so fresh an alive,
And I'm so glad to arrive,
It's all so grand.
It's easy to see,
You don't need a palace,
To feel like Alice,
In wonderland.

Back in Ohio,
Where I come from,
I've done a lot of dreamin' an I've traveled some,
But I never thought I'd see the day,
When I ever took a ride on The Santa Fe.
(Wanna take a ride on The Santa Fe).

I would lean across my window sill,
And hear the whistle echoin across the hill,
Then I'd watch the lights, till they fade away,
On the Atchison, Topeka, and The Santa Fe.

What a thrill,
(What a great big wonderful thrill).
With the wheels a singin' westward ho,
Right from the day I heard them start.
Cross the Kansas plains from New Mexico,
I guess I've got a little gypsy in my heart.

When I'm old and gray and settled down,
If I ever get a chance to sneak away from town,
Then I'll spend my busmen's holiday,
On The Atchison, Topeka, and The Santa Fe.

(All aboard)!
All aboard!
(We came across the country, lickedy spilt).
I can't believe I'm here at last.
I can't believe that anything could go so fast.
Then you pull that throttle whistle blows,
A huffin and a puffin and a way she goes.
All aboard for Calaforn-i-a.
On The Atchison,
On The Atchison, Topeka,
On The Atchison, Topeka, and,
On The Atchison, Topeka, and The Santa Fe.",feel arrive see need feel come do travel think 'd see take take would lean hear 'd watch fade hear start cross plain guess get settle get sneak will spend come can believe can believe could go pull blow go,trip palace wonderland lot dreamin day ride ride window sill whistle echoin hill light thrill thrill wheel singin day gypsy heart chance town busman holiday country throttle whistle huffin puffin way a,so so all so back where never when ever then away when ever away then aboard aboard here at so fast then,lovely trip feel fresh alive glad arrive grand easy need palace feel like Alice wonderland Ohio come lot dreamin travel think day take ride Santa Fe Wanna ride Santa Fe lean window sill hear whistle echoin hill watch light till fade away Atchison Topeka Santa Fe thrill great big wonderful thrill wheel singin westward ho right day hear start cross Kansas plain New Mexico guess get little gypsy heart old gray settle chance sneak away town spend busman holiday Atchison Topeka Santa Fe aboard aboard come country lickedy spilt believe believe fast pull throttle whistle blow huffin puffin way go aboard Calaforn Atchison Atchison Topeka Atchison Topeka Atchison Topeka Santa Fe ,252,156
69,I'm Beginning To See The Light,"['Ella Fitzgerald', 'Duke Ellington']","I never cared much for moonlit skies
I never wink back at fireflies
But now that the stars are in your eyes
I'm beginning to see the light
I never went in for afterglow
Or candlelight on the mistletoe
But now when you turn the lamp down low
I'm beginning to see the light
Used to ramble through the park
Shadowboxing in the dark
Then you came and caused a spark
That's a four-alarm fire now
I never made love by lantern-shine
I never saw rainbows in my wine
But now that your lips are burning mine
I'm beginning to see the light",care wink begin see go turn begin see use ramble come cause make see burn begin see,sky firefly star eye light afterglow candlelight mistletoe lamp light park spark alarm fire love lantern shine rainbow wine lip mine light,never never back now never now when down then now never never now,care moonlit sky wink firefly star eye begin light go afterglow candlelight mistletoe turn lamp low begin light ramble park Shadowboxing dark come cause spark alarm fire love lantern shine see rainbow wine lip burn begin light,103,63
70,Candy,"['Johnny Mercer', 'Jo Stafford']","Candy, I call my sugar Candy
Because I'm sweet on Candy
And Candy's sweet on me

She understands me
My understanding Candy
And Candy's always handy
When I need sympathy

I wish that there were four of her
So I could love much more of her
She has taken my complete heart
Got a sweet tooth for my sweetheart

Candy, it's gonna be just dandy
The day I take my Candy
And make her mine, all mine

Candy, I call my sugar Candy
Because I'm sweet on Candy
And Candy's sweet on me

You wish that there were four of him
So I could love much more of him
He has taken your complete heart
You got a sweet tooth for your sweetheart

Candy, it's gonna be just dandy
The day I take my Candy
Gee, how the sun will shine
On the day my Candy's mine",call understand need wish could love take go take make call wish could love take get go take will shine,candy sugar candy understanding candy sympathy heart tooth sweetheart day candy mine mine sugar candy heart tooth sweetheart day candy sun day candy mine,always when so much just so much just how,candy sugar candy sweet Candy Candy sweet understand understanding candy Candy handy need sympathy wish love take complete heart Got sweet tooth sweetheart Candy go to dandy day candy Candy sugar candy sweet Candy Candy sweet wish love take complete heart get sweet tooth sweetheart Candy go to dandy day candy gee sun shine day candy,147,67
71,Dream,['The Pied Pipers'],"Dream
When you're feelin' blue
Dream
That's the thing to do
Just watch the smoke rings rise in the air
You'll find your share of memories there
So dream
When the day is through
Dream
And they might come true
Things never are as bad as they seem
So dream, dream, dream",watch rise will find may come seem,dream dream thing smoke ring air share memory dream day dream thing dream dream dream,when just there so when never as so,dream feelin blue dream thing watch smoke ring rise air find share memory dream day dream come true thing bad dream dream dream,52,41
72,My Dreams Are Getting Better All the Time (with Les Brown & His Orchestra),"['Doris Day', 'Les Brown & His Orchestra']","Well, what do you know
He smiled at me in my dreams last night
My dreams are getting better all the time

And what do you know
He smiled at me in a different light
My dreams are getting better all the time
 
To think that we were strangers
A couple of nights ago
And though it's a dream, I never dreamed 
He'd ever say hello
 
Oh maybe tonight, I'll hold him tight
When the moonbeams shine
My dreams are getting better all the time
 
Well, what do you know
He smiled at me in my dream last night
My dreams are getting better all the time
 
And what do you know
He looked at me in a different light
My dreams are getting better all the time
 
To think that we were strangers
A couple of nights ago
Though it's a dream, I never dreamed
He'd ever say hello
 
Oh maybe tonight, I'll hold him tight
When the moonbeams shine
My dreams are getting better all the time",know smile get know smile get think dream say will hold shine get know smile get know look get think dream say will hold shine get,dream night dream time light dream time stranger couple night dream tonight moonbeam dream time dream night dream time light dream time stranger couple night dream tonight moonbeam dream time,ago never ever maybe tight when ago never ever maybe tight when, know smile dream night dream get well time know smile different light dream get well time think stranger couple night ago dream dream hello oh maybe tonight hold tight moonbeam shine dream get well time know smile dream night dream get well time know look different light dream get well time think stranger couple night ago dream dream hello oh maybe tonight hold tight moonbeam shine dream get well time,169,59
73,I'm A Big Girl Now,['Swing and Sway with Sammy Kaye with Betty Barclay'],"Me and my childhood sweetheart
Have come to the parting of the ways
He still treats me like he did In our baby days.
I'm a little bit older And a little bit bolder
Since both of us were three.
I'm a little more padded Something new has been added
He oughtta take one good look at me 
I'm a big girl now
I want to be daring like a big girl now
When daddy tells those certain jokes it isn't fair
He tells me I'm too young and makes me take the air
But I could tell a couple that would curl his hair
I'm a big girl now.
I'm a big girl now
I want to be handled like a big girl now
I'm tired of being babied like a kid of three
I'm tired of having chaperones to follow me
I want to have some secrets in my diary
I'm a big girl now
I'm a big girl now
I want to be cuddled like a big girl now
I'm through with going to movies with my Uncle Tim
Through with going to picnics with my old Aunt Min
I want to go to Mexico with ... you know him
I'm a big girl now
I'm a big girl now
I want to be wanted like a big girl now
I'm tired of staying home each evening after dark
Tired of being dynamite without a spark
I want to learn what fellows do in Central Park
I'm a big girl now",come treat add take want dare tell tell make take could tell would curl want handle baby have follow want want cuddle go go want go know want want stay want learn,childhood sweetheart parting way baby day bit bit look girl girl daddy joke air couple hair girl girl girl kid chaperone secret diary girl girl girl movie picnic girl girl girl evening spark fellow girl,still little more oughtta now now when too now now now now now now now now now home now,childhood sweetheart come parting way treat like baby day little bit old little bit bold little padded new add oughtta good look big girl want dare like big girl daddy tell certain joke fair tell young make air tell couple curl hair big girl big girl want handle like big girl tired baby like kid tired have chaperone follow want secret diary big girl big girl want cuddle like big girl go movie Uncle Tim go picnic old Aunt Min want Mexico know big girl big girl want want like big girl tired stay home evening dark tired dynamite spark want learn fellow Central Park big girl,254,127
74,Let It Snow! Let It Snow! Let It Snow!,['Dean Martin'],"Oh, the weather outside is frightful
But the fire is so delightful
And since we've no place to go
Let it snow, let it snow, let it snow

Man, it doesn't show signs of stopping
And I've brought me some corn for popping
The lights are turned way down low
Let it snow, let it snow

When we finally kiss goodnight
How I'll hate going out in the storm
But if you really hold me tight
All the way home I'll be warm

And the fire is slowly dying
And, my dear, we're still goodbying
But as long as you love me so
Let it snow, let it snow, and snow

When we finally kiss goodnight
How I'll hate going out in the storm
But if you really grab me tight
All the way home I'll be warm

Oh, the fire is slowly dying
And, my dear, we're still goodbying
But as long as you love me so
Let it snow, let it snow, let it snow",go let snow let snow let snow show stop bring pop turn let snow let snow kiss will hate go hold will die goodbye love let snow let snow kiss will hate go grab will die goodbye love let snow let snow let snow,weather fire place sign corn light goodnight storm way fire dear snow goodnight storm way fire dear,outside so way down when finally how really home slowly still as long so when finally how really home slowly still as long so,oh weather outside frightful fire delightful place let snow let snow let snow man sign stop bring corn pop light turn way low let snow let snow finally kiss goodnight hate go storm hold tight way home warm fire slowly die dear goodbye long love let snow let snow snow finally kiss goodnight hate go storm grab tight way home warm oh fire slowly die dear goodbye long love let snow let snow let snow,167,76
75,Bell-Bottom Trousers,['Salty Dick'],"Once there was a little girl who lived next to me
And she loved a sailor boy, he was only three
Now he's on a battleship in his sailor suit
Just a great big sailor but she thinks he's very cute
(With his bell bottom trousers, coat of navy blue
She loves her sailor and he loves her too)
When her sailor boy's away on the ocean blue
Soldier boys all flirt with her but to him she's true
Though they smile and tip their caps and they wink their eyes
She just smiles and shakes her head, then she softly sighs
(Oh, bell bottom trousers, coat of navy blue
She loves her sailor and he loves her too)
When her sailor went to sea to see what he could see
She saw that he ate spinach, now he's big as he can be
When he's home they stroll along, they don't give a hoot
She won't let go of his hand, even to salute
If her sailor she can't find on the bounding main
She is hopeful he will soon come home safe again
So they can get married and raise a family
Dress up all their kiddies in sailor's dungarees
(Oh, bell bottom trousers, coat of navy blue
She loves her sailor and he loves her too)",live love think love love smile tip wink smile shake sigh love love go see could see see eat can stroll give will let go salute can find bound will come can marry raise love love,girl sailor boy battleship sailor suit sailor bell bottom trouser coat sailor sailor boy ocean blue soldier boy flirt cap eye head bottom trouser coat sailor sailor sea spinach hoot hand sailor main family dress kiddy sailor dungaree bottom trouser coat sailor,once next only now just very too when away just then softly too when now when home along even soon home again so too,little girl live love sailor boy battleship sailor suit great big sailor think cute bell trouser coat navy blue love sailor love sailor boy away ocean blue soldier boy flirt true smile tip cap wink eye smile shake head softly sigh oh bell trouser coat navy blue love sailor love sailor go sea see eat spinach big home stroll hoot will let hand salute sailor find bound main hopeful soon come home safe marry raise family dress kiddy sailor dungaree oh bell trouser coat navy blue love sailor love ,219,122
76,Caldonia,['Louis Jordan'],"Walkin' with my baby, she got great big feet
She long, lean and lanky and ain't had nothing to eat
But she's my baby, and I love her just the same
Crazy 'bout that woman, 'cause Caldonia is her name

Caldonia, Caldonia
What makes your big head so hard?

I love you, love you just the same
I'll always love you, baby, 'cause Caldonia is your name

You know, my mama told me to leave Caldonia alone
That's what she told me, no kiddin'
That's what she said
She said, ""Son, keep away from that woman
She ain't no good. Don't bother with her""
But mama didn't know what Caldonia was puttin' down
So I'm goin' down to Caldonia's house and askin' just one more time:

Caldonia, Caldonia
What makes your big head so hard?",get be eat love make love love will love know tell leave tell say say keep be bother know go make,walkin baby foot lanky baby woman name head baby name mama kiddin woman mama puttin house time head,long just so hard just always alone away no down so just so hard,walkin baby get great big foot long lean lanky be eat baby love crazy about woman because Caldonia Caldonia Caldonia make big head hard love love love baby because Caldonia know mama tell leave Caldonia tell kiddin say say Son away woman be good bother mama know Caldonia puttin go Caldonia house askin time Caldonia Caldonia make big head hard ,135,83
77,You Belong to My Heart - Remastered,['Los Panchos'],"You belong to my heart
Now and forever
And our love had its start
Not long ago
We were gathering stars
While a million guitars played our love song
When I said ""I love you""
Every beat of my heart said it, too
'Twas a moment like this
Do you remember
And your eyes threw a kiss
When they met mine
Now we own all the stars
And a million guitars are still playing
Darling, you are the song
And you'll always belong to my heart
'Twas a moment like this
Do you remember
And your eyes threw a kiss
When they met mine
Now we own all the stars
And a million guitars are still playing
Darling, you are the song
And you'll always belong to my heart",belong gather play say love say remember throw meet own play will belong remember throw meet own play will belong,heart love start star guitar love song beat heart moment eye kiss star guitar darling song heart moment eye kiss star guitar darling song heart,now forever long ago when too when now still always when now still always,belong heart forever love start long ago gather star million guitar play love song say love beat heart say Twas moment like remember eye throw kiss meet star million guitar play darling song belong heart Twas moment like remember eye throw kiss meet star million guitar play darling song belong heart,129,61
